carat,cut,color,clarity,depth,table,x,y,z,price
0.9,Ideal,F,SI1,60.7,57.0,6.21,6.25,3.78,4401
1.21,Premium,G,VS2,60.3,60.0,6.89,6.83,4.14,8294
1.0,Very Good,G,VS2,62.4,58.0,6.31,6.38,3.96,6449
0.52,Premium,G,SI2,58.4,62.0,5.33,5.28,3.1,1076
0.34,Ideal,G,VS2,62.2,55.0,4.47,4.5,2.79,596
0.41,Ideal,H,SI1,62.8,56.0,4.77,4.72,2.98,876
0.3,Ideal,G,VS1,62.2,55.0,4.28,4.31,2.67,624
0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,802
0.91,Ideal,F,SI2,60.3,57.0,6.26,6.34,3.8,3763
0.71,Good,G,VS1,58.1,59.0,5.85,5.92,3.42,2628
1.51,Premium,F,VS2,62.2,60.0,7.25,7.34,4.54,13474
1.01,Very Good,H,SI1,63.1,60.0,6.41,6.37,4.03,4513
0.41,Ideal,D,SI1,62.7,56.0,4.73,4.78,2.98,791
2.22,Good,I,SI1,57.8,58.0,8.58,8.54,4.95,17151
0.4,Good,E,SI1,63.7,56.0,4.69,4.66,2.98,882
0.56,Premium,E,SI1,62.5,59.0,5.24,5.2,3.26,1653
1.08,Very Good,E,SI2,63.5,56.0,6.53,6.48,4.13,3726
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,4987
0.84,Ideal,G,VS2,62.0,55.0,6.07,6.09,3.77,3936
0.7,Ideal,G,VVS1,60.7,57.0,5.73,5.76,3.49,3303
0.73,Very Good,G,VS1,62.4,58.1,5.71,5.75,3.58,2999
1.18,Premium,J,VS2,62.8,59.0,6.78,6.69,4.23,3913
1.13,Premium,G,VVS1,59.3,59.0,6.87,6.79,4.05,8868
0.8,Very Good,F,SI1,63.4,57.0,5.89,5.82,3.71,2851
0.81,Good,G,SI2,59.2,64.0,6.11,6.15,3.63,2474
2.0,Fair,J,SI1,66.4,55.0,7.82,7.67,5.15,11189
1.04,Ideal,H,SI2,59.6,56.0,6.64,6.59,3.94,4077
2.0,Premium,H,SI2,61.4,59.0,8.07,8.0,4.93,11108
0.34,Premium,F,SI2,60.0,58.0,4.58,4.55,2.74,574
0.3,Ideal,F,VS1,61.0,56.0,4.35,4.37,2.66,570
1.73,Very Good,H,VS2,61.7,56.0,7.64,7.7,4.73,12998
1.74,Premium,I,VS2,58.6,59.0,7.99,7.87,4.65,12168
0.91,Ideal,I,VS2,62.2,59.0,6.13,6.18,3.83,3726
1.74,Premium,J,SI2,59.7,57.0,7.88,7.8,4.68,8690
1.39,Premium,F,SI1,62.1,58.0,7.16,7.1,4.43,8631
0.32,Ideal,E,VS2,61.4,56.0,4.41,4.45,2.72,599
1.01,Very Good,E,SI1,62.6,57.0,6.36,6.41,4.0,4912
0.39,Premium,D,VS2,61.4,60.0,4.7,4.72,2.89,958
0.3,Ideal,D,SI1,61.7,57.0,4.28,4.31,2.65,524
1.5,Fair,F,SI1,64.3,58.0,7.04,7.09,4.54,10450
0.73,Ideal,I,SI1,62.0,57.0,5.74,5.77,3.56,2215
0.52,Good,F,VS1,58.6,63.0,5.27,5.34,3.11,1594
2.03,Very Good,E,SI2,,58.0,7.91,7.94,5.05,16412
1.01,Ideal,E,SI1,60.8,56.0,6.53,6.47,3.95,6346
1.02,Very Good,G,SI2,61.6,61.0,6.46,6.47,3.98,4291
1.02,Fair,E,SI2,65.3,59.0,6.28,6.22,4.08,3838
1.04,Ideal,I,SI1,61.8,59.0,6.46,6.48,4.0,4484
0.71,Ideal,E,VVS1,61.0,57.0,5.75,5.76,3.51,4860
0.81,Very Good,E,SI1,61.9,60.0,5.87,5.95,3.66,3643
0.74,Premium,H,VS2,62.1,56.0,5.83,5.79,3.61,2532
0.78,Very Good,F,SI2,58.3,62.0,6.04,6.11,3.54,2477
1.06,Premium,I,SI1,61.9,59.0,6.52,6.5,4.03,4452
1.02,Premium,G,VS2,62.7,58.0,6.45,6.4,4.03,6169
0.96,Fair,E,SI2,53.1,63.0,6.73,6.65,3.55,2815
0.3,Good,I,VVS1,63.8,56.0,4.23,4.26,2.71,552
0.3,Ideal,D,VS2,62.0,55.0,4.34,4.31,2.68,911
0.4,Very Good,E,SI1,62.2,62.0,4.66,4.69,2.91,687
0.53,Good,E,SI2,63.2,54.0,5.16,5.19,3.27,1141
1.78,Very Good,D,SI2,63.4,60.0,7.67,7.61,4.85,10730
0.53,Very Good,F,VS1,60.6,57.0,5.21,5.25,3.17,1607
0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92,1082
0.33,Premium,F,VS2,60.0,60.0,4.45,4.49,2.68,577
0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,2949
1.03,Premium,E,VS1,,58.0,6.41,6.5,4.03,7778
0.4,Very Good,H,VVS1,62.3,55.0,4.73,4.77,2.95,1139
1.03,Ideal,E,VS1,59.5,57.0,6.6,6.62,3.93,7477
0.28,Ideal,E,VVS2,60.3,57.0,4.21,4.25,2.55,646
0.71,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3360
1.01,Very Good,H,SI1,63.1,59.0,6.36,6.32,4.0,4836
1.51,Good,E,SI1,63.6,56.0,7.34,7.23,4.63,12490
0.52,Very Good,F,VVS1,61.7,56.0,5.17,5.22,3.2,2205
0.3,Premium,H,VVS2,60.8,58.0,4.37,4.34,2.65,776
0.31,Good,G,VS2,63.2,58.0,4.28,4.3,2.71,507
1.5,Good,I,SI1,64.0,60.0,7.13,7.25,4.6,8580
0.7,Ideal,F,SI1,62.1,55.0,5.68,5.72,3.54,2409
0.35,Ideal,G,VS1,61.1,56.0,4.55,4.58,2.79,923
0.41,Premium,F,SI2,60.3,58.0,4.86,4.82,2.92,907
0.71,Ideal,E,VS2,62.7,56.0,5.71,5.75,3.59,2891
0.42,Very Good,F,SI2,61.5,59.0,4.81,4.85,2.97,710
1.0,Very Good,D,SI2,62.8,58.0,6.29,6.39,3.98,4595
0.31,Premium,G,VS2,59.2,60.0,4.42,4.47,2.63,544
0.32,Premium,E,IF,61.6,58.0,4.39,4.38,2.7,1170
0.31,Premium,H,VS2,59.7,61.0,4.42,4.39,2.63,628
0.7,Good,G,VS2,62.6,61.0,5.57,5.61,3.5,2699
0.76,Ideal,H,VS2,61.4,57.0,5.85,5.88,3.6,3038
0.95,Ideal,G,IF,59.8,59.0,6.36,6.43,3.82,6951
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4759
0.5,Very Good,F,VS2,61.5,61.0,5.09,5.12,3.14,1436
0.52,Ideal,H,VVS1,61.7,56.0,5.17,5.2,3.19,1625
0.63,Very Good,H,VVS2,63.2,60.0,5.49,5.39,3.44,1932
1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,5096
0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,844
1.18,Ideal,D,I1,61.5,62.0,6.88,6.73,4.19,3886
0.3,Ideal,E,SI1,62.9,56.0,4.31,4.24,2.69,675
0.73,Premium,F,SI1,58.7,59.0,5.97,5.92,3.49,2644
0.35,Very Good,H,VVS1,60.1,62.0,4.52,4.57,2.73,745
0.61,Very Good,E,VS2,60.0,57.0,5.52,5.55,3.32,2036
0.51,Premium,D,VS1,59.5,57.0,5.24,5.21,3.11,1873
0.41,Ideal,E,VS2,62.2,56.0,4.8,4.75,2.97,1087
0.71,Premium,D,SI1,60.9,59.0,5.72,5.71,3.48,2743
1.28,Ideal,G,VS1,62.1,57.0,6.91,6.94,4.3,10126
0.57,Premium,H,VVS1,61.6,58.0,5.39,5.35,3.31,2172
0.37,Ideal,D,VVS2,60.5,57.0,4.65,4.68,2.82,983
2.27,Ideal,G,SI1,61.1,60.0,8.46,8.42,5.16,18343
0.83,Premium,D,SI1,62.2,60.0,6.01,5.98,3.73,3347
0.32,Ideal,F,IF,61.3,57.0,4.4,4.44,2.71,929
0.53,Ideal,D,VS2,61.5,56.0,5.17,5.23,3.2,1857
0.3,Very Good,E,SI2,61.9,58.0,4.28,4.31,2.66,421
0.53,Very Good,J,VS2,60.9,59.0,5.2,5.27,3.19,1023
0.5,Ideal,F,VVS2,62.0,53.6,5.09,5.13,3.18,2025
0.45,Good,E,SI1,63.9,57.0,4.81,4.86,3.09,829
1.08,Ideal,G,VS2,61.8,55.0,6.57,6.63,4.08,6931
0.7,Fair,G,SI1,61.6,66.0,5.62,5.57,3.45,1995
1.27,Ideal,J,VS2,61.8,54.0,6.95,6.98,4.31,5285
1.74,Ideal,I,VS1,61.8,56.0,7.69,7.73,4.77,15189
0.44,Ideal,G,SI1,61.7,55.0,4.88,4.91,3.02,1032
0.36,Ideal,D,VS2,61.8,56.0,4.56,4.6,2.83,852
0.73,Ideal,I,VS2,62.1,54.0,5.79,5.8,3.6,2327
1.05,Premium,G,SI2,60.7,61.0,6.56,6.52,3.97,3599
1.1,Very Good,H,VS2,61.3,58.0,6.63,6.74,4.1,5914
1.01,Ideal,G,IF,60.8,59.0,6.47,6.5,3.94,8869
0.84,Very Good,H,SI1,61.2,57.0,6.1,6.12,3.74,2847
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2476
1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,8977
1.21,Premium,D,VVS2,61.1,59.0,6.9,6.89,4.21,14841
0.38,Premium,E,VVS1,61.9,58.0,4.62,4.66,2.87,1267
0.44,Premium,I,VS1,62.8,56.0,4.88,4.83,3.05,1040
0.52,Ideal,F,VVS1,62.0,54.0,5.16,5.19,3.2,2388
1.01,Premium,H,SI1,62.4,60.0,6.36,6.33,3.96,4836
0.71,Ideal,G,VS1,62.6,57.0,5.67,5.7,3.56,2930
1.35,Ideal,J,SI1,61.9,56.0,7.1,7.08,4.39,6124
1.25,Premium,H,SI2,61.2,62.0,6.95,6.84,4.22,5740
1.51,Premium,J,SI1,58.4,60.0,7.58,7.53,4.41,7314
0.51,Ideal,G,SI2,61.5,55.0,5.16,5.18,3.18,1129
0.32,Very Good,E,IF,61.4,55.0,4.43,4.46,2.73,1018
2.14,Premium,H,SI2,61.2,57.0,8.36,8.32,5.1,13421
1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,4969
1.1,Premium,E,VVS2,60.1,58.0,6.76,6.69,4.04,10577
1.54,Premium,G,VVS2,62.2,59.0,7.41,7.37,4.6,15983
0.37,Ideal,I,IF,60.7,56.0,4.64,4.68,2.83,754
0.32,Premium,J,SI1,62.2,59.0,4.37,4.41,2.73,365
0.32,Ideal,G,IF,61.8,55.0,4.43,4.41,2.73,1020
1.27,Premium,G,VS2,61.0,60.0,6.93,6.97,4.24,8549
0.86,Good,D,VVS1,64.3,53.0,6.02,6.12,3.89,5029
1.61,Premium,G,SI1,62.6,58.0,7.48,7.45,4.67,11303
0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,555
0.33,Premium,E,VS2,62.0,59.0,4.39,4.41,2.73,723
0.51,Ideal,G,VS1,62.0,56.0,5.16,5.06,3.17,1781
0.71,Premium,F,VS1,62.1,53.0,5.77,5.7,3.56,2961
0.32,Ideal,E,VS1,61.7,57.0,4.42,4.39,2.72,972
0.53,Good,F,VVS2,62.5,65.0,5.11,5.17,3.21,2281
0.83,Ideal,H,VS2,61.3,54.0,6.1,6.06,3.73,2975
1.05,Ideal,F,VS2,62.8,57.0,6.48,6.45,4.06,6933
0.6,Very Good,G,IF,61.6,56.0,5.43,5.46,3.35,2800
0.31,Ideal,D,VS2,59.4,57.0,4.5,4.45,2.66,879
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,625
0.62,Premium,G,SI1,59.3,58.0,5.6,5.56,3.31,1253
0.7,Ideal,J,SI1,60.4,56.0,5.71,5.74,3.46,1926
0.42,Premium,E,VS1,62.2,59.0,4.79,4.76,2.97,1181
0.31,Ideal,F,IF,61.5,55.0,4.34,4.37,2.68,1061
1.01,Premium,D,SI1,62.6,58.0,6.33,6.44,4.0,5443
0.3,Ideal,H,VVS2,62.1,56.0,4.32,4.28,2.67,776
0.34,Premium,I,VVS1,62.6,58.0,4.47,4.45,2.79,803
0.92,Premium,E,SI1,62.2,58.0,6.18,6.23,3.86,4562
0.34,Ideal,E,VS2,59.8,56.0,4.55,4.54,2.72,816
0.32,Ideal,F,VVS1,61.4,56.0,4.42,4.38,2.7,990
0.43,Very Good,F,SI1,62.5,56.0,4.82,4.85,3.02,792
1.06,Very Good,F,VS2,62.2,57.0,6.53,6.58,4.08,6823
1.22,Premium,E,VVS1,61.1,60.0,6.87,6.85,4.19,13824
1.15,Premium,F,SI2,61.1,57.0,6.82,6.77,4.15,5120
0.9,Very Good,E,SI1,59.8,58.0,6.21,6.26,3.73,4165
0.55,Premium,H,VVS1,61.1,57.0,5.35,5.26,3.24,1980
1.47,Premium,H,SI2,59.1,56.0,7.51,7.46,4.42,7573
1.06,Ideal,F,I1,61.8,55.0,6.55,6.58,4.06,3544
1.06,Very Good,F,VS2,61.5,58.0,6.53,6.57,4.03,7706
0.59,Ideal,E,VVS2,61.8,57.0,5.35,5.4,3.32,3026
0.56,Ideal,E,VS2,,57.0,5.31,5.34,3.23,1819
0.3,Ideal,E,VVS2,60.8,57.0,4.33,4.35,2.64,742
0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,778
1.04,Ideal,I,SI1,61.7,57.0,6.49,6.54,4.02,4344
2.01,Good,I,VS2,59.9,65.0,8.19,8.14,4.89,15729
1.52,Good,J,VVS2,57.9,62.0,7.61,7.63,4.41,8861
1.05,Fair,H,SI2,64.8,55.0,6.39,6.32,4.12,2717
0.52,Ideal,H,VVS1,62.4,55.0,5.11,5.15,3.2,1695
1.04,Premium,I,SI2,62.0,57.0,6.53,6.47,4.03,3774
0.54,Ideal,I,VS1,61.5,56.0,5.24,5.26,3.23,1147
1.0,Ideal,F,VS2,61.7,58.0,6.37,6.43,3.95,6424
0.31,Ideal,H,SI1,62.1,54.0,4.37,4.39,2.72,464
0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,2843
0.34,Premium,I,SI1,60.0,58.0,4.55,4.51,2.72,589
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,784
0.42,Ideal,G,VS1,61.3,57.0,4.78,4.81,2.94,921
0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,788
1.04,Very Good,E,SI1,63.5,56.0,6.41,6.37,4.06,5381
1.02,Premium,H,SI2,58.3,59.0,6.61,6.57,3.84,3313
0.54,Premium,E,VS2,60.7,56.0,5.32,5.29,3.22,1760
2.05,Ideal,J,VVS2,62.7,56.0,8.18,8.11,5.11,17214
0.36,Premium,D,VS2,59.1,58.0,4.63,4.68,2.75,852
0.35,Premium,H,VS2,59.6,62.0,4.62,4.57,2.74,709
1.25,Ideal,I,SI1,59.6,59.0,7.01,7.09,4.2,6066
1.0,Ideal,I,VS1,63.1,57.0,6.32,6.39,4.01,4664
1.0,Good,D,SI2,57.8,58.0,6.61,6.55,3.8,4295
0.9,Good,G,SI1,63.2,62.0,6.09,6.19,3.88,3574
0.76,Premium,F,SI1,60.3,58.0,5.91,5.96,3.58,2607
0.4,Ideal,I,VVS2,62.0,56.0,4.77,4.74,2.95,1035
0.38,Premium,E,SI2,59.9,56.0,4.79,4.72,2.85,596
0.91,Good,G,VS1,64.1,60.0,6.11,6.06,3.9,4744
0.81,Ideal,F,VS2,61.8,55.0,5.96,5.92,3.67,3624
0.42,Good,D,SI2,63.1,56.0,4.74,4.8,3.01,653
0.91,Premium,F,SI1,62.6,56.0,6.18,6.13,3.85,3618
0.46,Ideal,I,VVS2,62.7,56.0,4.9,4.93,3.08,1040
0.31,Ideal,F,VS2,61.6,56.0,4.38,4.35,2.69,749
0.3,Ideal,I,SI2,62.0,54.0,4.31,4.34,2.68,348
1.02,Premium,F,SI2,60.0,60.0,6.57,6.53,3.93,4284
0.59,Very Good,G,VS1,62.0,56.0,5.35,5.39,3.33,1878
1.03,Fair,G,SI2,65.6,58.0,6.3,6.26,4.12,3765
2.0,Very Good,J,SI2,60.9,54.0,8.12,8.17,4.96,10907
0.4,Very Good,D,VS2,60.8,59.0,4.71,4.77,2.88,868
0.32,Very Good,E,SI1,63.5,56.0,4.38,4.34,2.77,672
0.4,Premium,H,VVS2,60.9,58.0,4.79,4.74,2.9,1125
0.53,Ideal,E,SI1,61.4,56.0,5.2,5.26,3.21,1564
0.87,Very Good,H,SI2,61.0,56.0,6.15,6.19,3.77,2993
0.9,Good,G,SI2,63.4,59.0,6.04,6.08,3.84,3303
0.72,Ideal,H,VVS2,60.9,56.0,5.78,5.84,3.54,3475
1.51,Good,I,SI1,63.9,59.0,7.18,7.26,4.61,9069
0.5,Ideal,F,VS1,61.2,56.0,5.13,5.17,3.15,1695
0.33,Ideal,F,VS2,61.6,55.0,4.48,4.45,2.75,854
1.01,Very Good,G,VVS2,63.3,57.0,6.31,6.36,4.01,7885
0.3,Premium,E,SI1,59.5,58.0,4.39,4.42,2.62,526
0.41,Premium,F,VS2,61.3,58.0,4.84,4.79,2.95,1107
0.7,Very Good,E,SI1,63.9,57.0,5.55,5.66,3.58,3173
0.77,Very Good,I,VS2,60.2,59.0,5.89,5.97,3.57,2584
0.42,Very Good,D,VS2,63.2,58.0,4.77,4.79,3.02,910
0.33,Premium,H,IF,60.3,59.0,4.49,4.47,2.7,1114
1.01,Premium,E,VS2,60.4,58.0,6.51,6.47,3.92,6787
0.31,Premium,G,SI2,62.3,57.0,4.37,4.33,2.71,523
1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4758
0.53,Good,E,SI2,57.9,58.0,5.34,5.39,3.11,1140
0.35,Ideal,I,VS2,62.5,57.0,4.53,4.5,2.82,630
2.01,Good,G,SI1,60.1,61.0,8.04,8.12,4.86,18374
1.05,Premium,H,SI1,62.2,58.0,6.5,6.46,4.03,4682
0.93,Good,J,SI1,63.7,54.0,6.15,6.09,3.9,2438
0.56,Ideal,F,VS2,62.0,56.0,5.27,5.31,3.28,1664
1.0,Premium,D,VS1,59.7,60.0,6.45,6.42,3.84,8124
0.58,Very Good,D,VS2,60.2,57.0,5.41,5.45,3.27,1977
0.23,Very Good,G,VS2,62.8,53.0,3.91,3.93,2.46,369
1.01,Good,F,VS2,60.8,61.0,6.42,6.45,3.91,6271
0.32,Very Good,E,VS1,61.6,56.0,4.4,4.46,2.73,618
0.7,Ideal,F,SI1,61.1,56.0,5.74,5.78,3.52,2671
0.58,Ideal,E,SI1,60.1,55.0,5.42,5.56,3.3,1742
0.48,Ideal,G,VVS2,62.0,57.0,5.01,5.04,3.11,1574
0.78,Ideal,G,VS2,,57.0,5.87,5.9,3.66,3171
1.18,Ideal,I,SI1,62.2,56.0,6.85,6.75,4.23,5088
0.27,Premium,H,VVS2,60.7,59.0,4.19,4.21,2.55,486
0.44,Ideal,E,VS1,61.5,56.0,4.92,4.9,3.02,1155
1.26,Premium,I,VS2,,58.0,6.88,6.94,4.31,6023
0.95,Very Good,J,SI1,,55.0,6.25,6.21,3.95,3154
1.56,Ideal,H,SI1,62.2,55.0,7.41,7.45,4.62,12082
0.38,Ideal,J,VS2,62.3,55.0,4.63,4.65,2.89,572
1.02,Good,D,SI1,56.9,62.0,6.64,6.69,3.79,4948
1.54,Premium,E,SI2,59.9,60.0,7.49,7.38,4.46,8408
0.79,Ideal,D,SI1,61.5,56.0,5.91,5.96,3.65,2896
2.0,Fair,F,I1,66.1,57.0,7.84,7.7,5.14,6532
0.31,Premium,F,VS2,61.4,58.0,4.36,4.4,2.69,625
1.03,Premium,H,VS1,62.5,59.0,6.47,6.43,4.03,5624
0.54,Premium,E,SI1,61.4,60.0,5.21,5.25,3.21,1422
0.4,Premium,E,VS1,61.8,56.0,4.77,4.74,2.94,1125
0.9,Ideal,E,SI2,62.7,54.0,6.13,6.21,3.87,4091
1.2,Premium,H,SI2,60.8,59.0,6.8,6.75,4.12,4301
1.04,Premium,I,VS1,61.6,56.0,6.59,6.52,4.04,4892
1.0,Very Good,E,SI2,,54.0,6.33,6.37,4.0,4630
0.9,Fair,D,SI2,66.9,57.0,6.02,5.9,3.99,2885
0.7,Ideal,I,VS2,62.2,55.0,5.69,5.73,3.55,2154
0.62,Ideal,E,VS1,60.3,57.0,5.52,5.57,3.35,2492
1.01,Very Good,G,VS1,63.6,57.0,6.34,6.36,4.04,7021
1.09,Ideal,I,VS2,61.8,57.0,6.55,6.59,4.06,5904
0.36,Ideal,D,VVS2,61.6,57.0,4.59,4.56,2.82,1114
0.7,Premium,F,SI2,61.6,60.0,5.78,5.68,3.53,1597
0.58,Very Good,E,VS1,62.9,54.0,5.31,5.34,3.35,2082
0.3,Fair,G,VVS1,58.6,66.0,4.36,4.41,2.57,790
1.52,Ideal,I,VS1,61.8,55.0,7.38,7.41,4.57,10851
0.34,Very Good,E,SI1,63.3,57.0,4.47,4.44,2.82,714
0.26,Very Good,D,VS1,63.3,57.0,4.03,4.06,2.56,420
1.2,Premium,F,VS2,62.8,59.0,6.78,6.69,4.23,8964
0.4,Very Good,D,VS1,63.1,55.0,4.7,4.74,2.98,967
0.54,Good,E,SI2,63.8,54.0,5.18,5.17,3.3,1250
1.01,Ideal,E,VVS2,62.0,56.0,6.43,6.35,4.01,9483
0.55,Ideal,J,SI1,62.5,57.0,5.24,5.22,3.27,1059
1.0,Fair,F,SI2,65.7,61.0,6.13,6.11,4.02,3443
0.24,Very Good,G,VVS1,62.3,59.0,3.92,3.95,2.45,432
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,8617
0.96,Ideal,F,VS1,61.2,56.0,6.34,6.38,3.89,5767
0.71,Premium,F,SI1,62.2,58.0,5.74,5.67,3.55,2352
0.33,Ideal,D,SI2,60.9,56.0,4.48,4.45,2.72,631
1.37,Very Good,I,SI2,63.0,57.0,6.98,7.05,4.42,5584
0.77,Ideal,G,VS2,62.1,56.0,5.84,5.88,3.64,3544
0.74,Premium,E,VS1,62.8,59.0,5.76,5.68,3.59,3357
0.62,Very Good,D,VS2,59.2,59.1,5.55,5.6,3.3,2311
0.82,Ideal,I,SI1,61.8,55.0,6.0,6.03,3.72,2959
1.01,Very Good,F,SI1,62.0,56.0,6.41,6.47,3.99,5107
1.05,Ideal,D,VS1,60.5,57.0,6.61,6.58,3.99,8820
0.3,Premium,F,VS2,61.4,60.0,4.3,4.27,2.63,776
0.34,Ideal,F,SI1,62.8,56.0,4.46,4.42,2.79,727
0.77,Very Good,G,VS2,58.3,63.0,6.0,6.05,3.51,2896
0.25,Very Good,F,VVS2,59.0,58.0,4.1,4.14,2.43,575
0.91,Ideal,E,SI1,61.9,55.0,6.18,6.22,3.84,4623
0.56,Good,E,VS1,61.7,65.0,5.21,5.23,3.22,1938
1.22,Premium,F,VS2,63.0,60.0,6.85,6.74,4.28,7154
0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,1094
1.01,Premium,G,SI2,60.1,58.0,6.54,6.39,3.89,3173
0.5,Premium,G,VVS2,61.6,60.0,5.1,5.13,3.15,1838
0.46,Premium,E,VS2,61.5,60.0,4.95,4.91,3.03,1173
0.35,Premium,F,VS2,61.5,59.0,4.53,4.55,2.79,706
1.41,Premium,H,SI2,59.1,57.0,7.41,7.34,4.36,7106
0.51,Premium,E,SI2,59.5,60.0,5.25,5.17,3.1,1294
0.77,Premium,G,VS2,61.3,60.0,5.91,5.81,3.59,2846
1.57,Very Good,H,VS2,63.4,56.0,7.46,7.4,4.71,9407
0.72,Very Good,E,SI1,62.0,57.0,5.73,5.76,3.56,2562
1.21,Very Good,G,SI2,59.6,60.0,6.92,6.94,4.13,5556
1.15,Ideal,G,SI2,62.3,56.0,6.67,6.75,4.18,4838
1.51,Ideal,E,VS2,62.7,57.0,7.31,7.26,4.57,14482
0.61,Premium,H,VS1,59.6,61.0,5.53,5.44,3.27,1793
1.03,Premium,D,SI2,62.3,58.0,6.5,6.4,4.03,3675
1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,10241
0.31,Ideal,G,VVS1,62.5,56.0,4.29,4.34,2.69,772
1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,9257
0.31,Premium,D,SI2,60.1,58.0,4.4,4.38,2.64,593
0.42,Very Good,D,SI1,60.8,59.0,4.82,4.85,2.94,810
0.38,Ideal,D,VS1,62.2,57.0,4.63,4.66,2.89,1067
0.33,Ideal,I,VS1,61.6,57.0,4.46,4.41,2.73,668
0.91,Very Good,G,VS1,63.1,61.0,6.13,6.07,3.85,4536
0.59,Ideal,G,VS2,62.9,56.0,5.35,5.33,3.36,1622
0.3,Ideal,F,VS2,62.9,57.0,4.29,4.27,2.69,776
0.39,Premium,F,VS2,62.4,58.0,4.65,4.61,2.89,1053
0.42,Ideal,E,SI1,62.1,55.0,4.79,4.81,2.98,743
0.3,Ideal,G,VS2,61.6,58.0,4.27,4.3,2.64,545
1.24,Premium,D,VS2,59.3,58.0,7.03,7.09,4.19,9738
0.34,Ideal,H,VS1,62.2,55.0,4.47,4.49,2.79,620
1.06,Premium,D,VS2,59.3,55.0,6.7,6.65,3.96,7479
1.21,Premium,G,SI2,60.9,59.0,6.87,6.82,4.17,4472
0.4,Ideal,F,VVS2,62.2,55.0,4.75,4.77,2.96,1012
0.36,Premium,I,VS2,62.7,59.0,4.58,4.54,2.86,648
0.3,Ideal,G,IF,61.7,55.0,4.34,4.31,2.67,956
0.53,Ideal,E,VS2,62.8,57.0,5.19,5.16,3.25,1776
1.51,Very Good,G,VS1,62.5,58.0,7.23,7.27,4.53,13686
1.01,Ideal,G,SI2,61.5,57.0,6.42,6.46,3.96,3739
0.37,Ideal,F,SI1,61.6,56.0,4.61,4.65,2.85,746
1.13,Very Good,H,VS2,61.4,61.0,6.67,6.71,4.11,5548
0.92,Very Good,D,SI2,63.7,57.0,6.12,6.21,3.93,3707
0.31,Ideal,E,VS1,,56.0,4.39,4.44,2.66,626
0.53,Ideal,F,VS2,61.6,57.0,5.21,5.15,3.19,1803
0.81,Good,I,VS2,63.8,58.0,5.89,5.84,3.74,2641
0.43,Ideal,I,SI1,62.2,54.0,4.84,4.87,3.02,670
0.8,Ideal,G,VS2,62.1,57.0,5.95,6.0,3.71,3494
0.41,Very Good,G,SI1,62.5,57.0,4.69,4.72,2.94,719
1.03,Premium,D,SI2,60.6,60.0,6.52,6.46,3.93,5076
0.84,Ideal,D,SI1,,54.0,6.07,6.13,3.75,3265
0.71,Good,E,SI2,57.8,60.0,5.86,5.83,3.38,2215
1.01,Ideal,E,SI2,61.9,56.0,6.46,6.43,3.99,4921
1.01,Very Good,F,SI1,62.8,58.0,6.35,6.43,4.01,4759
0.41,Ideal,F,VS2,61.8,56.0,4.8,4.78,2.96,1107
0.34,Premium,E,SI1,59.3,58.0,4.59,4.55,2.71,765
0.42,Very Good,E,SI2,58.8,60.0,4.86,4.9,2.87,653
0.31,Ideal,D,SI1,62.3,54.0,4.37,4.33,2.71,732
0.38,Ideal,E,VS2,62.0,56.0,4.62,4.66,2.88,853
1.22,Premium,D,VS2,59.4,59.0,6.99,6.92,4.13,9756
0.52,Very Good,F,SI1,60.0,58.0,5.21,5.26,3.14,1261
0.73,Good,F,SI2,58.1,62.0,5.92,5.93,3.44,2191
1.01,Premium,F,I1,61.8,60.0,6.39,6.36,3.94,2781
0.38,Very Good,E,SI2,62.5,61.0,4.59,4.63,2.88,590
0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,1352
0.9,Very Good,H,VS2,62.7,59.0,6.1,6.15,3.84,4155
0.3,Ideal,D,SI1,61.7,56.0,4.35,4.31,2.67,709
0.54,Ideal,G,VS1,61.0,57.0,5.25,5.28,3.21,1957
1.31,Very Good,I,SI2,59.6,60.0,7.09,7.17,4.25,5187
